episode_in_level,episode_global,reward
1,101,-100.90414147824049
2,102,-11.080021172063425
3,103,-739.2501309615473
4,104,141.26545639173128
5,105,-45.68753085771459
6,106,-393.35291742149275
7,107,-26.124125509057194
8,108,28.201086560147814
9,109,-332.2936591831967
10,110,104.07317882683128
11,111,162.6941330396803
12,112,-49.22988223831635
13,113,115.99100850871764
14,114,120.97864910587668
15,115,99.05364461592399
16,116,102.81909727305174
17,117,170.88283765269443
18,118,138.57106827176176
19,119,37.851525211997796
20,120,-51.025632778415456
21,121,146.97608979747747
22,122,-94.90398294880288
23,123,31.620822676457465
24,124,163.07718818821013
25,125,-3.2876506080533545
26,126,144.98590263538063
27,127,129.1751920945244
28,128,27.578006342519075
29,129,-82.65983156461152
30,130,18.599465532170143
31,131,117.30358116970456
32,132,-78.05959204700775
33,133,69.42331626429223
34,134,-278.0800787555054
35,135,89.35959995919256
36,136,-2.3794750053202733
37,137,-192.86951204261277
38,138,-5.346738611784531
39,139,6.233929800509941
40,140,68.98361641261727
41,141,78.96427157067228
42,142,-4.058971580758225
43,143,166.76883618580177
44,144,148.44554431457072
45,145,144.93926664523315
46,146,137.3287391049089
47,147,8.4139835445676
48,148,168.02251390868332
49,149,-62.13218235626118
50,150,144.96579606097657
