episode_in_level,episode_global,reward
1,251,222.28502059937455
2,252,-48.24171592760831
3,253,26.726278588874266
4,254,222.13518400490284
5,255,79.37057276093401
6,256,-63.91610007826239
7,257,132.51589010294992
8,258,316.2293724603951
9,259,68.88949929340743
10,260,289.3283690830285
11,261,167.94041134649888
12,262,211.86357494583353
13,263,170.92180438910145
14,264,219.58495068212505
15,265,199.27423568617087
16,266,-87.18485452688765
17,267,76.89745390042663
18,268,161.67419053358026
19,269,294.8845244932454
20,270,-31.070615528617054
21,271,124.79507517511956
22,272,240.14782971143723
23,273,286.5036319508217
24,274,38.22496611211682
25,275,119.24450463650282
26,276,190.43006765983228
27,277,175.4988850299269
28,278,139.7960365060717
29,279,-54.56848301179707
30,280,180.90028104162775
31,281,265.6043435266474
32,282,-62.94409192353487
33,283,185.71145736705512
34,284,194.82410837337375
35,285,249.42100992694031
36,286,232.28724058040098
37,287,277.61165845245705
38,288,314.9392323382199
39,289,131.47954752109945
40,290,-54.396469100844115
41,291,119.25352538726293
42,292,190.18710355320945
43,293,232.5230770665221
44,294,316.5308516311925
45,295,290.9093779439572
46,296,204.7159003370325
47,297,-68.50092426966876
48,298,232.9477809360542
49,299,116.39884684514254
50,300,-72.39080247282982
