episode_in_level,episode_global,reward
1,451,411.32619562745094
2,452,544.4518684446812
3,453,450.1878893971443
4,454,510.0074699819088
5,455,573.0311133861542
6,456,451.45545691251755
7,457,671.8028719127178
8,458,1250.0602842271328
9,459,589.1156731843948
10,460,437.167112916708
11,461,472.7368419766426
12,462,550.0503716850653
13,463,520.8483292460442
14,464,564.3240578770638
15,465,414.8385867867619
16,466,621.6130099892616
17,467,625.3684980273247
18,468,403.7329970598221
19,469,471.0495739579201
20,470,501.73673803173006
21,471,386.48849177360535
22,472,862.8213664245559
23,473,469.34618735313416
24,474,473.359882414341
25,475,451.4762536287308
26,476,431.0534650683403
27,477,562.0512190461159
28,478,433.8422344904393
29,479,619.9399536252022
30,480,450.8063168823719
31,481,461.0041000843048
32,482,407.06623421702534
33,483,418.15364983677864
34,484,586.3144130408764
35,485,452.4316537082195
36,486,508.4695957005024
37,487,485.9547634124756
38,488,632.9040457010269
39,489,522.1615065336227
40,490,451.4696118235588
41,491,593.3120858073235
42,492,552.8099170550704
43,493,442.26651495695114
44,494,459.7777148485184
45,495,605.2671845555305
46,496,405.41829603910446
47,497,496.753065764904
48,498,492.5952435731888
49,499,503.92030769586563
50,500,452.7541783154011
51,501,474.2235929220915
52,502,471.9890379309654
53,503,480.67288104072213
54,504,470.7134430408478
55,505,394.5578746050596
56,506,453.1832218170166
57,507,449.7284814650193
58,508,397.54382598400116
59,509,605.8347328901291
60,510,448.1920363456011
61,511,578.910512983799
62,512,510.7708431482315
63,513,440.92234548926353
64,514,508.8164556622505
65,515,453.325878739357
66,516,400.73120653629303
67,517,705.8392417430878
68,518,490.3611454963684
69,519,479.1378849744797
70,520,438.4039641022682
71,521,462.87409345805645
72,522,439.7150807082653
73,523,585.4307520389557
74,524,466.7484190687537
75,525,467.5245150625706
76,526,441.0502515435219
77,527,420.7773091197014
78,528,505.3028444573283
79,529,493.84226274490356
80,530,398.73874592781067
81,531,410.87409967184067
82,532,427.7034305334091
83,533,413.6311528980732
84,534,471.7403657287359
85,535,645.8383017778397
86,536,464.70822033286095
87,537,729.926525592804
88,538,495.98430451750755
89,539,428.7873442173004
90,540,562.4704879075289
91,541,478.29816514253616
92,542,450.69660093588755
93,543,484.1197004914284
94,544,380.1600373387337
95,545,464.9152845144272
96,546,417.57601392269135
97,547,402.25495413690805
98,548,621.9993007481098
99,549,628.4256477281451
100,550,544.4088010191917
101,551,480.0309479497373
102,552,496.5821499079466
103,553,463.4107024669647
104,554,796.2196209430695
105,555,578.8583690114319
106,556,425.01861292123795
107,557,497.1310671567917
108,558,530.7013751864433
109,559,443.4133828282356
110,560,471.76857447624207
111,561,494.37984712421894
112,562,1012.0628284215927
113,563,598.175794146955
114,564,544.1709080040455
115,565,470.39668717980385
116,566,538.1934444904327
117,567,485.7667469382286
118,568,444.36002463288605
119,569,471.78369760513306
120,570,728.5145043134689
121,571,531.9852679669857
122,572,451.1689939517528
123,573,482.44290375709534
124,574,591.7121988534927
125,575,433.43403576873243
126,576,428.65935342758894
127,577,413.18987345695496
128,578,894.657680273056
129,579,414.4678983539343
130,580,431.91484093666077
131,581,477.0365733206272
132,582,396.66439041495323
133,583,536.11038428545
134,584,593.8949827551842
135,585,724.9929134845734
136,586,533.6716174483299
137,587,474.86243003606796
138,588,622.4580212235451
139,589,427.732221364975
140,590,757.9080581665039
141,591,498.5401715040207
142,592,795.9547982215881
143,593,449.2520642876625
144,594,402.2641688287258
145,595,484.15951028466225
146,596,442.4404945522547
147,597,604.9939298033714
148,598,426.42834436066914
149,599,470.2462559938431
150,600,445.6933442139998
