episode,reward
1,-1.626571831293404
2,-9.866285473108292
3,-9.98224750161171
4,-8.292891073971987
5,-9.917099624872208
6,-15.740661811083555
7,-9.88796129822731
8,-7.350642394274473
9,-7.217380907386541
10,-6.189469326287508
11,-13.750847432762384
12,-9.833260923624039
13,-9.261942122131586
14,-9.96235266327858
15,-6.041954977437854
16,-7.066225415095687
17,-4.723278776276857
18,-7.920897211879492
19,-9.557454716414213
20,-5.834890175610781
21,-11.368254829198122
22,-9.760909229516983
23,-5.228721838444471
24,-7.730979364365339
25,-6.664244174957275
26,-4.663022106513381
27,-8.19053765758872
28,-8.087717179208994
29,-9.946563392877579
30,-6.062158023938537
31,-8.325885966420174
32,-9.911996275186539
33,-7.815167546272278
34,-9.251323599368334
35,-9.342080503702164
36,-5.1644878052175045
37,-7.326977159827948
38,-9.32302251458168
39,-9.4041408598423
40,-9.649597555398941
41,-5.091354565694928
42,-9.757023006677628
43,-6.178075397387147
44,-7.736582525074482
45,-9.804288297891617
46,-9.535795599222183
47,-6.330421224236488
48,-9.668997675180435
49,-9.835474640130997
50,-7.932754449546337
51,-9.257402569055557
52,-9.818538326770067
53,-5.130042929202318
54,-9.25311341881752
55,-9.539492279291153
56,-9.131599813699722
57,-9.994013469666243
58,-9.226766679435968
59,-9.359284788370132
60,-9.43475528806448
61,-4.966948509216309
62,-9.519316371530294
63,-9.563377052545547
64,-9.074719101190567
65,-9.144466072320938
66,-9.638159424066544
67,-7.405986350029707
68,-4.203406319953501
69,-9.008345752954483
70,-9.233158975839615
71,-8.76576940342784
72,-10.513595037162304
73,-9.579178243875504
74,-4.494009725749493
75,-5.806841857731342
76,-9.100730568170547
77,-4.734645143151283
78,-7.670756239444017
79,-9.11808505654335
80,-9.178298007696867
81,-8.124903481453657
82,-4.8492605574429035
83,-9.377136379480362
84,-5.266149822622538
85,-6.570617323741317
86,-7.184821210801601
87,-8.911107927560806
88,-9.07489911839366
89,-4.786887783557177
90,-9.027903228998184
91,-9.126446396112442
92,-7.583079811185598
93,-9.57637682557106
94,-9.107833057641983
95,-8.913260657340288
96,-5.053038839250803
97,-5.310205083340406
98,-10.381881147623062
99,-9.480703212320805
100,-5.38462096452713
101,-9.262575060129166
102,-8.042941469699144
103,-6.559809606522322
104,-5.411060443148017
105,-8.635958716273308
106,-4.469837771728635
107,-9.614761024713516
108,-11.118200786411762
109,-7.027252716943622
110,-7.258501417934895
111,-9.443477541208267
112,-5.259258311241865
113,-9.88959962502122
114,-9.457739740610123
115,-7.735718844458461
116,-4.733406539075077
117,-5.444107742980123
118,-6.611997302621603
119,-6.7853955291211605
120,-4.511648300103843
121,-9.092724472284317
122,-9.033786207437515
123,-4.348887411877513
124,-9.133355766534805
125,-5.078225109726191
126,-6.014132630079985
127,-8.486669644713402
128,-5.925288671627641
129,-9.35302585363388
130,-9.256445318460464
131,-6.964625516906381
132,-7.171257212758064
133,-8.466937944293022
134,-9.327114917337894
135,-8.988546282052994
136,-8.205237157642841
137,-8.20418493822217
138,-5.106028543785214
139,-10.88254987820983
140,-9.236871153116226
141,-7.6106627359986305
142,-9.239111095666885
143,-9.33583989739418
144,-3.2846113927662373
145,-6.949165273457766
146,-8.978761583566666
147,-9.192369133234024
148,-8.194460980594158
149,-7.246873170137405
150,-5.981360517442226
151,-9.176259189844131
152,-9.36513438820839
153,-9.21512857079506
154,-4.8658065386116505
155,-9.397910982370377
156,-5.95008266530931
157,-8.308469140902162
158,-8.877290777862072
159,-3.0009733345359564
160,-4.306151743046939
161,-7.446735827252269
162,-8.836296737194061
163,-8.829179868102074
164,-4.499521587044001
165,-9.024075418710709
166,-6.048956206068397
167,-8.936931043863297
168,-8.409761685878038
169,-5.988400083035231
170,-7.839240942150354
171,-4.728609108366072
172,-6.134335363283753
173,-8.121365621685982
174,-8.882421404123306
175,2.1514815776608884
176,-9.293618351221085
177,-6.197710795328021
178,-6.626356774941087
179,-8.721164613962173
180,-3.5601127073168755
181,-8.375533936545253
182,-4.736843850463629
183,-6.1773629151284695
184,-8.95832434296608
185,-8.68533219769597
186,-8.923859745264053
187,-8.719234615564346
188,-8.755914121866226
189,-8.421409278176725
190,-3.649321958422661
191,-4.256780521012843
192,-4.012113354168832
193,-7.747688096016645
194,-6.127889756113291
195,-2.680158874951303
196,-8.816015868447721
197,-5.994082672521472
198,-8.756013065576553
199,-8.537516742944717
200,-7.074982333928347
201,-9.020451959222555
202,-8.374480158090591
203,-8.557833582162857
204,-6.357275506481528
205,-5.763271871954203
206,-7.520404543727636
207,-5.825559815391898
208,-7.534951117821038
209,-7.482350517064333
210,-5.484923779964447
211,-5.60120346583426
212,-8.442483097314835
213,-8.443700224161148
214,-8.734984546899796
215,-7.5633091274648905
216,-10.303620260208845
217,-7.411129284650087
218,-4.4039700278081
219,-8.069898038171232
220,-8.500459343194962
221,-5.664319176226854
222,-8.516442909836769
223,-8.595273643732071
224,-8.642926309257746
225,-6.95597576815635
226,-6.53847923502326
227,-8.546545099467039
228,-8.628279119729996
229,-3.621265892405063
230,-8.86595144867897
231,1.0604273724748055
232,-5.4249450489878654
233,-8.510392967611551
234,-9.078230239450932
235,-8.040227042511106
236,-6.53268364071846
237,-7.080006245523691
238,-8.17817822098732
239,-6.230902878567576
240,-5.487187306396663
241,-6.590908866375685
242,-8.821211010217667
243,-8.200446864590049
244,-6.156018775887787
245,-7.697642754006665
246,-9.032488306052983
247,-9.063362032175064
248,-3.8889393117278814
249,-7.091327033936977
250,-3.3677020985633135
251,-11.03369477763772
252,-6.032793492078781
253,-7.977880538441241
254,-4.442580443632323
255,-8.464827686548233
256,-4.84238741081208
257,-12.332788474857807
258,-8.564384635537863
259,-7.023446574807167
260,-6.607336709275842
261,-6.429221428930759
262,-4.958854394033551
263,-7.975599158555269
264,-5.445181359536946
265,-2.610135533308494
266,-5.500981702469289
267,-0.5646632621064782
268,-8.339426666498184
269,-8.23180391266942
270,-8.466196209192276
271,-7.08016156218946
272,-6.824895240366459
273,-8.450132757425308
274,-8.08410050906241
275,-6.723166920244694
276,-8.841247707605362
277,-9.060644274577498
278,-6.85613757930696
279,-8.146235385909677
280,-8.133387194946408
281,-4.222224097000435
282,-7.343082683160901
283,-8.106705520302057
284,-8.047958761453629
285,-7.996497303247452
286,-8.281966231763363
287,-4.501601757481694
288,-8.258650451898575
289,-7.7259422820061445
290,-7.826949393376708
291,-7.478195576928556
292,-4.2900817999616265
293,-7.471902914345264
294,-7.982599884271622
295,-8.451633602380753
296,-8.401890499517322
297,-5.046548457816243
298,-8.67879405617714
299,-5.484252057038248
300,-8.023498428519815
301,-8.463202863931656
302,-3.421254239976406
303,-1.1721036918461323
304,-8.314783861860633
305,-8.153752774000168
306,-6.561910194344819
307,-8.358581215143204
308,-11.054171398282051
309,-8.126478344202042
310,-4.310610775370151
311,-8.342042118310928
312,-3.1720466170227155
313,-5.62688210606575
314,-8.48376289010048
315,-8.160402923822403
316,-6.647525106556714
317,-8.0228091776371
318,-5.4255077838897705
319,-8.491783967241645
320,-8.639868646860123
321,-8.248065859079361
322,-8.623359352350235
323,-3.8328207172453403
324,-8.23785637319088
325,-3.912737082922831
326,-8.006569295190275
327,-8.409847170114517
328,-8.048209359869361
329,-7.113127478398383
330,-8.002464102581143
331,-8.2901492677629
332,-8.270863443613052
333,-7.394571783021092
334,-8.547558933496475
335,-7.255608608946204
336,-8.576975017786026
337,-8.042428992688656
338,-6.513319909572601
339,-6.620370481163263
340,-4.13694037636742
341,-5.544997417367995
342,-3.294157459633425
343,-7.902275471016765
344,-9.210254114121199
345,-4.700345119461417
346,-8.423663526773453
347,-5.480831800028682
348,-2.7552363779977895
349,105.70010727914632
350,-8.371976763010025
351,-3.313209891843144
352,-6.718278091400862
353,-6.074711529538035
354,-3.1851009875535965
355,-7.322998899035156
356,-8.326194435358047
357,-8.168714195489883
358,-4.255293534486555
359,-6.78765038587153
360,-9.351516775786877
361,-5.214611263945699
362,-6.992328653112054
363,-5.186260180547833
364,-7.575972309336066
365,-6.0974819883704185
366,-6.831667020916939
367,-3.5915725689847022
368,-8.546539694070816
369,-5.530797007493675
370,-14.367526466026902
371,-6.454256163910031
372,-8.234253078699112
373,-4.099862463306636
374,-5.782605199608952
375,-10.385107631795108
376,-6.374493977011298
377,-8.227982669137418
378,-7.239004599861801
379,-8.001502588391304
380,-9.670343594625592
381,-5.939239922910929
382,-2.7669071843847632
383,-7.616036679595709
384,-4.212899507023394
385,-0.8849151660688221
386,-4.817317650653422
387,-8.547636419534683
388,-4.59638187289238
389,-6.136321559548378
390,-4.64813020080328
391,-8.651222513988614
392,-5.084661744534969
393,-7.79269696585834
394,-6.160066368058324
395,-4.625150041189045
396,-3.8710274696350098
397,-8.38482990860939
398,-8.479128032922745
399,-7.300304134376347
400,-8.55703130364418
401,-4.734006687998772
402,-9.069403558969498
403,-4.157351545873098
404,-8.366634994745255
405,-4.849087410606444
406,-8.50716957077384
407,-5.475923181511462
408,-6.684447391889989
409,-5.61189578846097
410,-4.7270943890325725
411,-3.4164354037493467
412,-3.1206599146826193
413,-4.74199958704412
414,-8.429352194070816
415,-5.493304142728448
416,-9.633534293621778
417,-8.711807802319527
418,-8.22027578856796
419,-5.213988846167922
420,-8.497936874628067
421,-10.417650072835386
422,-3.7187434169463813
423,-8.187292963266373
424,-5.152745037339628
425,-3.3336682780645788
426,-8.331313830101863
427,-5.9498553248122334
428,-5.880619361996651
429,-5.109532820060849
430,-6.54008081741631
431,-6.627141177654266
432,-8.189814705401659
433,-7.957511096261442
434,-5.225252166390419
435,-5.286261699162424
436,-6.2186509519815445
437,-3.7598747010342777
438,-7.0687174731865525
439,-8.100332170724869
440,-5.428029020316899
441,-8.47590284049511
442,-11.454726150259376
443,-8.182785660028458
444,-8.338115364313126
445,-5.579764679889195
446,-6.292806010882487
447,-6.491799436509609
448,-4.153183815069497
449,-3.979980304837227
450,-8.238871777430177
451,-8.15998449921608
452,-6.348450315184891
453,-4.929404567927122
454,-8.373818546533585
455,-2.324654022217146
456,-5.336229373700917
457,-6.074434770271182
458,-5.483149143867195
459,-3.533029267069651
460,-8.766666799783707
461,-6.1265885923057795
462,-4.017920861952007
463,-7.728571210056543
464,-6.06376757659018
465,-8.388916403055191
466,-4.039959970861673
467,-3.2988343508914113
468,-6.043500382453203
469,-8.266825824975967
470,-8.282359665259719
471,-7.996233405545354
472,-5.442885719239712
473,-7.631386699154973
474,-7.072032919153571
475,-4.494300118647516
476,-8.25927749183029
477,-2.170335989445448
478,-5.502558855339885
479,-6.4730152217671275
480,-7.994769841432571
481,-6.193787687458098
482,-1.7421345487236977
483,-5.286017159000039
484,-8.395383507013321
485,-3.317918712971732
486,-8.322251591831446
487,-3.26395767100621
488,-5.754471466876566
489,-2.6815719757869374
490,-8.127880245447159
491,-8.2866932451725
492,-7.581712014973164
493,-4.359816320240498
494,-8.398933559656143
495,-7.5373100228607655
496,-5.717923345044255
497,-6.783169719390571
498,-6.801798555999994
499,-8.6443592607975
500,-7.9643310606479645
501,-8.008361011743546
502,-4.452512060292065
503,-3.5365002620965242
504,-4.412737255915999
505,-4.244781077839434
506,-8.332677036523819
507,-7.9614390432834625
508,-7.6698038671165705
509,-8.237954937852919
510,-6.547715065069497
511,-7.636358339339495
512,-8.14637079834938
513,-6.84251457080245
514,-8.036724427714944
515,-8.153559118509293
516,-8.233481794595718
517,-8.193311840295792
518,-5.612055286765099
519,-4.512906263815239
520,-8.211881071329117
521,-6.349433586932719
522,-8.269264847040176
523,-5.072061903774738
524,-8.427363783121109
525,-3.1075002661109465
526,-8.207386881113052
527,-3.695502163725905
528,-3.4095753434085054
529,-3.168280430138111
530,-6.402732913382351
531,-7.898157984018326
532,-7.903518799692392
533,-8.381874709390104
534,-8.43359317816794
535,-6.071345467120409
536,-8.46167340874672
537,-2.2378975330663025
538,-3.0385855887434445
539,-3.1050888299942017
540,-4.482376176863909
541,-4.660007916390896
542,-6.193826034665108
543,-8.056974559091032
544,0.29094696685206145
545,-6.2994307819753885
546,-6.063674985431135
547,-1.5238456711485924
548,-5.219785882160068
549,-13.097931149008218
550,-8.45250066369772
551,-3.987905410118401
552,-5.890455623040907
553,-5.026335500413552
554,-8.420280799269676
555,-7.961003929376602
556,-3.0604607631576073
557,-7.531050592660904
558,-7.337054485455155
559,-8.576549896039069
560,-4.87985152953479
561,-4.099054590798914
562,-8.067419609054923
563,-7.901336102746427
564,-6.192700307816267
565,-6.73983620852232
566,-7.7241674434626475
567,-6.794984433334321
568,-7.442029861966148
569,-3.1558908307924867
570,-14.938071062788367
571,-7.865256218239665
572,-5.453689825721085
573,-7.2645567453000695
574,-6.165075249969959
575,-9.97984442487359
576,-8.001366699114442
577,-3.1064268141053617
578,-6.683470932766795
579,-8.13833013176918
580,-7.486568244174123
581,-4.931254579219967
582,-7.398934512399137
583,-3.9602126559766475
584,-3.8096259289886802
585,-8.603574071079493
586,-6.589722273871303
587,-7.574389127083123
588,-8.152127414941788
589,-6.2187907518818974
590,-7.8202488999813795
591,-8.154404312372208
592,-7.64765923563391
593,-2.9145667057018727
594,-7.869702726602554
595,-5.592233085801126
596,-7.988278774544597
597,-7.298692560289055
598,-8.172389417886734
599,-7.7453877022489905
600,-2.416543641127646
601,-8.213393030688167
602,-8.020328432321548
603,-5.827154165133834
604,-3.8612918036524206
605,-11.133236806839705
606,-8.809443164616823
607,-9.024738222360611
608,-8.37448850274086
609,-6.964416845701635
610,-10.304178163409233
611,-8.369487673044205
612,-6.13871880993247
613,-8.497060686349869
614,-5.263815680984408
615,-7.7221120884642005
616,-10.386133095249534
617,-8.31629291176796
618,-3.9221439172979444
619,-6.807358592748642
620,-7.810337692499161
621,-4.582207722589374
622,-8.166155790910125
623,-7.704783457331359
624,-8.610152155160904
625,-3.6725911321118474
626,-9.987575970590115
627,-4.470547421835363
628,-7.392524853348732
629,-3.5595129909925163
630,-5.900917085818946
631,-0.8217438161373138
632,-8.39353695511818
633,-7.801265820860863
634,-7.273331006988883
635,-7.9523893520236015
636,4.486568742140662
637,-7.0279082339257
638,-7.523296025581658
639,-6.233578967687208
640,-4.5153365601436235
641,-10.089483316987753
642,-7.5684131646412425
643,-8.949237018823624
644,-4.740450972691178
645,-8.24695959687233
646,-7.208652965724468
647,-8.56537764146924
648,-7.0063041765242815
649,-8.095399285666645
650,-5.561446414329112
651,-7.586548659950495
652,-8.439101872965693
653,-8.462076335214078
654,-7.624822997953743
655,-2.920827023102902
656,-7.339621929451823
657,-8.922624688595533
658,-3.9471175825456157
659,-5.03510720981285
660,-6.625555565580726
661,-8.663472915068269
662,-6.677231889218092
663,-5.075800945982337
664,-8.26340900734067
665,-8.069734454154968
666,-3.8426917613251135
667,-7.596280340105295
668,-7.4128280486911535
669,-8.336156755685806
670,-7.13352370634675
671,-7.336345504212659
672,-9.210551708936691
673,-6.835589555324987
674,-8.411911875009537
675,-7.338926564902067
676,-8.40770736336708
677,-7.897132623009384
678,-6.542699482757598
679,-5.918271465227008
680,-7.498691229149699
681,-7.425478842109442
682,-11.933950372040272
683,-6.116527125239372
684,-7.679448438808322
685,-5.592759070917964
686,-8.329544216394424
687,-6.2707923371344805
688,-8.443082232028246
689,-8.507753759622574
690,-7.6476423013955355
691,-8.390178590081632
692,-7.24067878164351
693,-8.525134474039078
694,-4.1700065205805
695,-7.455916587263346
696,-5.093964967687498
697,-3.9848385844379663
698,-8.141366343945265
699,-8.526668697595596
700,-7.439218026585877
701,-8.185850530862808
702,-8.4064020216465
703,-10.310112874954939
704,-3.6065184441395104
705,-8.41316600702703
706,-7.718459412455559
707,-5.519405471161008
708,105.02649192791432
709,-2.5508134147094097
710,-6.8145453575998545
711,-8.312670078128576
712,-8.199823051691055
713,-4.587859586550621
714,-19.11802946589887
715,-4.962529498152435
716,-7.334225323982537
717,-2.613879172367888
718,-2.9802009335253388
719,-10.497668270021677
720,-8.47023144364357
721,-6.288850926794112
722,-5.7840079963207245
723,-4.587208670563996
724,-8.231932621449232
725,-7.379782270640135
726,-2.980437643098412
727,-2.0371479907407775
728,-8.00350084900856
729,-3.8848300934769213
730,-8.602569250389934
731,-8.253137022256851
732,-4.605990779586136
733,-6.968409114982933
734,-10.604555755853653
735,-6.995983684435487
736,-8.514322342351079
737,-7.6199805196374655
738,-6.2229208229109645
739,-3.1830249540507793
740,-7.728104015812278
741,-6.114895665086806
742,-8.462945371866226
743,-7.380169562995434
744,-3.8498323475942016
745,-7.044326867908239
746,-8.3356012403965
747,-5.949000660330057
748,-8.36237958818674
749,-5.110826323740184
750,-7.447422910481691
751,-8.634723573923111
752,-4.6347730020061135
753,-5.928644075989723
754,-8.316835314035416
755,-4.718279400840402
756,-8.853999525308609
757,-3.7993562831543386
758,-2.8638776987063466
759,-8.208178638480604
760,-8.197257950901985
761,-8.879678398370743
762,-8.736807256937027
763,-8.259678035974503
764,-5.586174309253693
765,-5.97001364454627
766,-8.733027704060078
767,-8.18921223282814
768,-8.272479920648038
769,-7.137044761329889
770,-2.688473289832473
771,-7.1697272546589375
772,-6.309507752768695
773,-5.6723929308354855
774,-8.60265389084816
775,-3.977243261411786
776,-8.982287794351578
777,-8.82939949631691
778,-5.367398606613278
779,-5.044384433887899
780,-7.1502198576927185
781,-4.770534025505185
782,-8.53196993470192
783,-7.381760830059648
784,-5.979368221946061
785,-2.6001361571252346
786,-9.123586565256119
787,-8.6888088285923
788,-4.123158867834718
789,-6.531769707798958
790,-4.068718608468771
791,-5.699805971235037
792,-7.827533769421279
793,-8.361170440912247
794,-7.183676300570369
795,-6.053554647602141
796,-5.05403009057045
797,-7.992603851482272
798,-6.821366594173014
799,-4.07648955937475
800,-8.528914600610733
801,-9.083070159889758
802,-8.69419351220131
803,-4.5544783915393054
804,-8.734533935785294
805,-8.344137817621231
806,-2.408719627186656
807,-9.00303140282631
808,-8.551952987909317
809,-8.475885605439544
810,-7.856426544487476
811,-3.8139684312045574
812,-8.94655242562294
813,-3.1248098156647757
814,-8.473956733942032
815,-8.439580351114273
816,-5.113606542348862
817,-4.455848289653659
818,-8.234972981736064
819,-8.338906913995743
820,-6.8318050019443035
821,-6.669380070641637
822,-5.9736371245235205
823,-3.6493194857612252
824,-5.475305835250765
825,-8.322945982217789
826,-8.02966277860105
827,-8.466208837926388
828,-7.1228966768831015
829,-5.464691441506147
830,-8.203559838235378
831,-1.4484157878905535
832,-8.297605901956558
833,-8.49728837609291
834,-8.264378288760781
835,-4.699086107313633
836,-6.2246258445084095
837,-6.460575710050762
838,-8.677070289850235
839,-3.7212561033666134
840,-4.060474562458694
841,-8.70291844010353
842,2.5681263879178005
843,-6.919386088848114
844,-8.307682424783707
845,-4.607670296682045
846,-7.847803929820657
847,-2.894099108874798
848,-9.003851562738419
849,-8.105892090126872
850,-8.472760768607259
851,-6.932017860002816
852,-5.058978782966733
853,-8.748028427362442
854,-8.063499877229333
855,-4.915755715221167
856,-8.490981847047806
857,-6.914705654606223
858,-8.837484269402921
859,-6.541637218557298
860,-5.175153321586549
861,-8.10215775668621
862,-3.8386901915073395
863,-8.734301716089249
864,-8.342793136835098
865,-8.415284305810928
866,-8.31562414765358
867,-10.430330693721771
868,-7.409452406689525
869,-8.507644087076187
870,-8.376525789499283
871,-2.7644667764307087
872,-5.108139041811228
873,-4.699029601528309
874,-7.55767809599638
875,-7.214674013666809
876,-5.162023194367066
877,-4.595367076806724
878,-8.538082633167505
879,-3.5574723817408085
880,-6.2947656493633986
881,-6.280228324234486
882,-5.77712913043797
883,-3.286952994763851
884,-8.377984911203384
885,-8.359046131372452
886,-8.195125013589859
887,-3.0984175864141434
888,-5.562044952064753
889,-9.005760103464127
890,-2.9293998880602885
891,-8.339738994836807
892,-8.230890184640884
893,-11.70854813605547
894,-8.665820509195328
895,-8.37089797668159
896,-7.260902954265475
897,-8.198784738779068
898,-7.1996368281543255
899,-8.792752176523209
900,-7.019010039046407
901,-7.939388412982225
902,-5.48785331659019
903,-3.209658246662002
904,-8.915226513519883
905,-8.447362333536148
906,-8.201178722083569
907,-4.957122694235295
908,-7.814304742962122
909,-6.043621579185128
910,-7.116880141198635
911,-7.39444444142282
912,-8.180670887231827
913,-7.689304522704333
914,-4.767180796712637
915,-8.652156740427017
916,-5.765270344913006
917,-4.7958580404520035
918,-10.542115073651075
919,-3.223561633611098
920,-8.36783304810524
921,-4.829425260424614
922,-5.416063925251365
923,-8.550930172204971
924,-6.6938336454331875
925,-8.705577999353409
926,-3.24964958865894
927,-6.4271982768550515
928,-6.845581332221627
929,-9.142352290451527
930,-6.8369001895189285
931,-8.277624994516373
