episode_in_level,episode_global,reward
1,101,147.94781191274524
2,102,206.76602359954268
3,103,146.05687849083915
4,104,-5.590274062938988
5,105,310.0297136567533
6,106,262.8357489705086
7,107,-11.098347096412908
8,108,75.43382839486003
9,109,173.75111842527986
10,110,225.74719301855657
11,111,273.14911668375134
12,112,286.73820604593493
13,113,56.205507214181125
14,114,-233.6593578007305
15,115,169.9281705301255
16,116,297.5202501183376
17,117,329.2070637457073
18,118,299.8067609742284
19,119,301.8845391571522
20,120,271.7978580445051
21,121,-142.69240669347346
22,122,334.5642928779125
23,123,246.75755710643716
24,124,273.6383032798767
25,125,335.7727171094157
26,126,216.25274017453194
27,127,-205.58098047971725
28,128,293.6068271063268
29,129,290.3796752281487
30,130,230.68303475156426
31,131,310.467635422945
32,132,207.797199241817
33,133,224.13083332031965
34,134,-78.13638102915138
35,135,300.07227939367294
36,136,221.51943778223358
37,137,281.32949291169643
38,138,229.97000204399228
39,139,298.27939357049763
40,140,252.3281293399632
41,141,257.87066927552223
42,142,260.50386164337397
43,143,248.68772435933352
44,144,277.2679229006171
45,145,215.43589993938804
46,146,295.25886959955096
47,147,148.23801980167627
48,148,-55.48413892555982
49,149,248.02337860083207
50,150,156.3866218085168
